word,sentence,pair,re-sentence
ask,"Oh, I'm sorry, no. He did ask me one. Uhm... How do you spell Mboscodictiosaur?",inquire,"Oh, I'm sorry, no. He did inquire me one. Uhm... How do you spell Mboscodictiosaur?"
chance,"Listen, I know, I may be way out of bounds here, but is there any chance you will take me back?",opportunity,"Listen, I know, I may be way out of bounds here, but is there any opportunity you will take me back?"
simple,"It was pretty simple actually, I came up with a couple of cost-cutting solutions, wrote out a list and Monica told me to go to hell.",easy,"It was pretty easy actually, I came up with a couple of cost-cutting solutions, wrote out a list and Monica told me to go to hell."
guess," Well, I guess we'll never know whose it is! ",estimate,"Well, I estimate we'll never know whose it is!"
guess," Well, I guess we'll never know whose it is! ",speculate,"Well, I speculate we'll never know whose it is!"
large,"Well, any contribution, large or small, is always appreciated.",big,"Well, any contribution, big or small, is always appreciated."
glad,"Sure, I so glad we did this. It feels so good!",pleased,"Sure, I so pleased we did this. It feels so good!"
free,"Oh, look! And we get these free t-shirts! ",liberate,"Oh, look! And we get these liberate t-shirts!"
beautiful,"Oh, that's OK. I'm sure there are tons of other beautiful paleontologists out there.",gorgeous,"Oh, that's OK. I'm sure there are tons of other gorgeous paleontologists out there."
big,"Yes, I was 4 years old and I was on the swing and then all of a sudden my hair got tangled in the chain. And to get me out my mom had to-had to cut a big chunk of my hair!  And it was uneven for weeks!",large,"Yes, I was 4 years old and I was on the swing and then all of a sudden my hair got tangled in the chain. And to get me out my mom had to-had to cut a large chunk of my hair! And it was uneven for weeks!"
different,"Oh, yeah, thats the same, I am sure there are thirty different species of poisonous swings! ",distinct,"Oh, yeah, thats the same, I am sure there are thirty distinct species of poisonous swings!"
glad,"Were waiting for the adoption lady, but, hey, Im glad youre here. I was cleaning this morning and I found this . I dont know if you wanna use it, but",pleased,"Were waiting for the adoption lady, but, hey, Im pleased youre here. I was cleaning this morning and I found this . I dont know if you wanna use it, but"
big,"No, no, no, were not having a big reception, we took the money we were gonna spend on a wedding and we donate them to the children charity.",large,"No, no, no, were not having a large reception, we took the money we were gonna spend on a wedding and we donate them to the children charity."
big,"Its ok, its ok. I made my decision. What I really want is a great big wedding ",large,"Its ok, its ok. I made my decision. What I really want is a great large wedding"
great,"Its ok, its ok. I made my decision. What I really want is a great big wedding ",grand,"Its ok, its ok. I made my decision. What I really want is a grand big wedding"
ask,"Well, Ill just ask for it back!",inquire,"Well, Ill just inquire for it back!"
big,"Yeah. See, that money was for a big wedding, that we thought we didnt want, but it turns out we do.",large,"Yeah. See, that money was for a large wedding, that we thought we didnt want, but it turns out we do."
glad,Ok. Great. I am so glad that you are here. Were really excited about getting this process started.,pleased,Ok. Great. I am so pleased that you are here. Were really excited about getting this process started.
end,"Oh, it's nothing. I went on a date with a guy who lived in this building and it didn't end very well.",conclude,"Oh, it's nothing. I went on a date with a guy who lived in this building and it didn't conclude very well."
chance,Ohh... that wouldn't by any chance be... Joey Tribbiani?,opportunity,Ohh... that wouldn't by any opportunity be... Joey Tribbiani?
great,"Yeah, we had a really great night and in the morning he promised he would call me and he didn't.",grand,"Yeah, we had a really grand night and in the morning he promised he would call me and he didn't."
great,"Oh, it's just some crazy guy who roams the halls here. He's great with kids though.",grand,"Oh, it's just some crazy guy who roams the halls here. He's grand with kids though."
entire,"Ross, see! I told you, those swings are evil! Alright, that is it. That is the last time Emma is getting on one of those things for her entire life.",whole,"Ross, see! I told you, those swings are evil! Alright, that is it. That is the last time Emma is getting on one of those things for her whole life."
silly,"Look, I just think you're an adult, okay? And you should get over your silly fears.",foolish,"Look, I just think you're an adult, okay? And you should get over your foolish fears."
hard,"And if that guy at the charity gives us a hard time, my friend hasn't shot anyone in a really long time.",difficult,"And if that guy at the charity gives us a difficult time, my friend hasn't shot anyone in a really long time."
friend,"And if that guy at the charity gives us a hard time, my friend hasn't shot anyone in a really long time.",companion,"And if that guy at the charity gives us a hard time, my companion hasn't shot anyone in a really long time."
find,"Oh, by the way, you are more than welcome to look under any of the furniture, because, believe me, you won't find any porn or cigarettes under there!",locate,"Oh, by the way, you are more than welcome to look under any of the furniture, because, believe me, you won't locate any porn or cigarettes under there!"
buy,"And for the last time, we do not want to be friends with you! And we don't want to buy your bat! ",purchase,"And for the last time, we do not want to be friends with you! And we don't want to purchase your bat!"
beautiful,"Really? Think about it. Come on! You're a beautiful woman, smart, funny, we had a really good time, huh? If I had your number, why wouldn't I call you?",gorgeous,"Really? Think about it. Come on! You're a gorgeous woman, smart, funny, we had a really good time, huh? If I had your number, why wouldn't I call you?"
great,"Please, take the check, go have a great wedding and a wonderful life together.",grand,"Please, take the check, go have a grand wedding and a wonderful life together."
few,"Well, I mean... It sounds good to me. And that way we can save up, come back in a few years and make an even bigger donation.",several,"Well, I mean... It sounds good to me. And that way we can save up, come back in a several years and make an even bigger donation."
